name,description,category,unit,unit_cost,supplier_name,minimum_stock,maximum_stock,current_stock,batch_number,location,gl_account,sku,vendor_item_number,notes
Sample Item 303,Sample description for inventory item 303,dairy,each,4.75,DairyBest Distributors,6.00,18.00,9.00,BATCH-033,Freezer,5102,SKU-00303,VIN-000909,Notes for item 303
Sample Item 304,Sample description for inventory item 304,dry_goods,pack,5.50,Metro Restaurant Supply,7.00,20.00,16.00,BATCH-034,Bar Storage,5103,SKU-00304,VIN-000912,Notes for item 304
Sample Item 305,Sample description for inventory item 305,beverages,lb,6.25,Gourmet Goods LLC,8.00,22.00,12.00,BATCH-035,Prep Station,5104,SKU-00305,VIN-000915,Notes for item 305
Sample Item 306,Sample description for inventory item 306,other,kg,7.00,Sunrise Produce,9.00,19.00,17.00,BATCH-036,Pantry,5105,SKU-00306,VIN-000918,Notes for item 306
Sample Item 307,Sample description for inventory item 307,produce,oz,7.75,Fresh Farms Co.,10.00,21.00,16.00,BATCH-037,Walk-in Cooler,5106,SKU-00307,VIN-000921,Notes for item 307
Sample Item 308,Sample description for inventory item 308,meat,gal,8.50,Prime Protein Supply,11.00,23.00,19.00,BATCH-038,Dry Storage,5107,SKU-00308,VIN-000924,Notes for item 308
Sample Item 309,Sample description for inventory item 309,dairy,liter,9.25,DairyBest Distributors,5.00,18.00,5.00,BATCH-039,Freezer,5108,SKU-00309,VIN-000927,Notes for item 309
Sample Item 310,Sample description for inventory item 310,dry_goods,case,10.00,Metro Restaurant Supply,6.00,20.00,15.00,BATCH-040,Bar Storage,5109,SKU-00310,VIN-000930,Notes for item 310
Sample Item 311,Sample description for inventory item 311,beverages,each,10.75,Gourmet Goods LLC,7.00,17.00,9.00,BATCH-041,Prep Station,5110,SKU-00311,VIN-000933,Notes for item 311
Sample Item 312,Sample description for inventory item 312,other,pack,11.50,Sunrise Produce,8.00,19.00,19.00,BATCH-042,Pantry,5111,SKU-00312,VIN-000936,Notes for item 312
Sample Item 313,Sample description for inventory item 313,produce,lb,12.25,Fresh Farms Co.,9.00,21.00,9.00,BATCH-043,Walk-in Cooler,5112,SKU-00313,VIN-000939,Notes for item 313
Sample Item 314,Sample description for inventory item 314,meat,kg,13.00,Prime Protein Supply,10.00,23.00,15.00,BATCH-044,Dry Storage,5113,SKU-00314,VIN-000942,Notes for item 314
Sample Item 315,Sample description for inventory item 315,dairy,oz,13.75,DairyBest Distributors,11.00,25.00,25.00,BATCH-045,Freezer,5114,SKU-00315,VIN-000945,Notes for item 315
Sample Item 316,Sample description for inventory item 316,dry_goods,gal,3.25,Metro Restaurant Supply,5.00,15.00,12.00,BATCH-046,Bar Storage,5115,SKU-00316,VIN-000948,Notes for item 316
Sample Item 317,Sample description for inventory item 317,beverages,liter,4.00,Gourmet Goods LLC,6.00,17.00,10.00,BATCH-047,Prep Station,5116,SKU-00317,VIN-000951,Notes for item 317
Sample Item 318,Sample description for inventory item 318,other,case,4.75,Sunrise Produce,7.00,19.00,12.00,BATCH-048,Pantry,5117,SKU-00318,VIN-000954,Notes for item 318
Sample Item 319,Sample description for inventory item 319,produce,each,5.50,Fresh Farms Co.,8.00,21.00,18.00,BATCH-049,Walk-in Cooler,5118,SKU-00319,VIN-000957,Notes for item 319
Sample Item 320,Sample description for inventory item 320,meat,pack,6.25,Prime Protein Supply,9.00,23.00,13.00,BATCH-050,Dry Storage,5119,SKU-00320,VIN-000960,Notes for item 320
Sample Item 321,Sample description for inventory item 321,dairy,lb,7.00,DairyBest Distributors,10.00,20.00,11.00,BATCH-051,Freezer,5120,SKU-00321,VIN-000963,Notes for item 321
Sample Item 322,Sample description for inventory item 322,dry_goods,kg,7.75,Metro Restaurant Supply,11.00,22.00,20.00,BATCH-052,Bar Storage,5121,SKU-00322,VIN-000966,Notes for item 322
Sample Item 323,Sample description for inventory item 323,beverages,oz,8.50,Gourmet Goods LLC,5.00,17.00,15.00,BATCH-053,Prep Station,5122,SKU-00323,VIN-000969,Notes for item 323
Sample Item 324,Sample description for inventory item 324,other,gal,9.25,Sunrise Produce,6.00,19.00,7.00,BATCH-054,Pantry,5123,SKU-00324,VIN-000972,Notes for item 324
Sample Item 325,Sample description for inventory item 325,produce,liter,10.00,Fresh Farms Co.,7.00,21.00,16.00,BATCH-055,Walk-in Cooler,5124,SKU-00325,VIN-000975,Notes for item 325
Sample Item 326,Sample description for inventory item 326,meat,case,10.75,Prime Protein Supply,8.00,18.00,14.00,BATCH-056,Dry Storage,5125,SKU-00326,VIN-000978,Notes for item 326
Sample Item 327,Sample description for inventory item 327,dairy,each,11.50,DairyBest Distributors,9.00,20.00,11.00,BATCH-057,Freezer,5126,SKU-00327,VIN-000981,Notes for item 327
Sample Item 328,Sample description for inventory item 328,dry_goods,pack,12.25,Metro Restaurant Supply,10.00,22.00,12.00,BATCH-058,Bar Storage,5127,SKU-00328,VIN-000984,Notes for item 328
Sample Item 329,Sample description for inventory item 329,beverages,lb,13.00,Gourmet Goods LLC,11.00,24.00,17.00,BATCH-059,Prep Station,5128,SKU-00329,VIN-000987,Notes for item 329
Sample Item 330,Sample description for inventory item 330,other,kg,13.75,Sunrise Produce,5.00,19.00,19.00,BATCH-060,Pantry,5129,SKU-00330,VIN-000990,Notes for item 330
Sample Item 331,Sample description for inventory item 331,produce,oz,3.25,Fresh Farms Co.,6.00,16.00,6.00,BATCH-061,Walk-in Cooler,5130,SKU-00331,VIN-000993,Notes for item 331
Sample Item 332,Sample description for inventory item 332,meat,gal,4.00,Prime Protein Supply,7.00,18.00,14.00,BATCH-062,Dry Storage,5131,SKU-00332,VIN-000996,Notes for item 332
Sample Item 333,Sample description for inventory item 333,dairy,liter,4.75,DairyBest Distributors,8.00,20.00,15.00,BATCH-063,Freezer,5132,SKU-00333,VIN-000999,Notes for item 333
Sample Item 334,Sample description for inventory item 334,dry_goods,case,5.50,Metro Restaurant Supply,9.00,22.00,20.00,BATCH-064,Bar Storage,5133,SKU-00334,VIN-001002,Notes for item 334
Sample Item 335,Sample description for inventory item 335,beverages,each,6.25,Gourmet Goods LLC,10.00,24.00,14.00,BATCH-065,Prep Station,5134,SKU-00335,VIN-001005,Notes for item 335
Sample Item 336,Sample description for inventory item 336,other,pack,7.00,Sunrise Produce,11.00,21.00,16.00,BATCH-066,Pantry,5135,SKU-00336,VIN-001008,Notes for item 336
Sample Item 337,Sample description for inventory item 337,produce,lb,7.75,Fresh Farms Co.,5.00,16.00,5.00,BATCH-067,Walk-in Cooler,5136,SKU-00337,VIN-001011,Notes for item 337
Sample Item 338,Sample description for inventory item 338,meat,kg,8.50,Prime Protein Supply,6.00,18.00,18.00,BATCH-068,Dry Storage,5137,SKU-00338,VIN-001014,Notes for item 338
Sample Item 339,Sample description for inventory item 339,dairy,oz,9.25,DairyBest Distributors,7.00,20.00,9.00,BATCH-069,Freezer,5138,SKU-00339,VIN-001017,Notes for item 339
Sample Item 340,Sample description for inventory item 340,dry_goods,gal,10.00,Metro Restaurant Supply,8.00,22.00,17.00,BATCH-070,Bar Storage,5139,SKU-00340,VIN-001020,Notes for item 340
Sample Item 341,Sample description for inventory item 341,beverages,liter,10.75,Gourmet Goods LLC,9.00,19.00,19.00,BATCH-071,Prep Station,5140,SKU-00341,VIN-001023,Notes for item 341
Sample Item 342,Sample description for inventory item 342,other,case,11.50,Sunrise Produce,10.00,21.00,15.00,BATCH-072,Pantry,5141,SKU-00342,VIN-001026,Notes for item 342
Sample Item 343,Sample description for inventory item 343,produce,each,12.25,Fresh Farms Co.,11.00,23.00,15.00,BATCH-073,Walk-in Cooler,5142,SKU-00343,VIN-001029,Notes for item 343
Sample Item 344,Sample description for inventory item 344,meat,pack,13.00,Prime Protein Supply,5.00,18.00,12.00,BATCH-074,Dry Storage,5143,SKU-00344,VIN-001032,Notes for item 344
Sample Item 345,Sample description for inventory item 345,dairy,lb,13.75,DairyBest Distributors,6.00,20.00,20.00,BATCH-075,Freezer,5144,SKU-00345,VIN-001035,Notes for item 345
Sample Item 346,Sample description for inventory item 346,dry_goods,kg,3.25,Metro Restaurant Supply,7.00,17.00,11.00,BATCH-076,Bar Storage,5145,SKU-00346,VIN-001038,Notes for item 346
Sample Item 347,Sample description for inventory item 347,beverages,oz,4.00,Gourmet Goods LLC,8.00,19.00,18.00,BATCH-077,Prep Station,5146,SKU-00347,VIN-001041,Notes for item 347
Sample Item 348,Sample description for inventory item 348,other,gal,4.75,Sunrise Produce,9.00,21.00,18.00,BATCH-078,Pantry,5147,SKU-00348,VIN-001044,Notes for item 348
Sample Item 349,Sample description for inventory item 349,produce,liter,5.50,Fresh Farms Co.,10.00,23.00,22.00,BATCH-079,Walk-in Cooler,5148,SKU-00349,VIN-001047,Notes for item 349
Sample Item 350,Sample description for inventory item 350,meat,case,6.25,Prime Protein Supply,11.00,25.00,15.00,BATCH-080,Dry Storage,5149,SKU-00350,VIN-001050,Notes for item 350
Sample Item 351,Sample description for inventory item 351,dairy,each,7.00,DairyBest Distributors,5.00,15.00,14.00,BATCH-081,Freezer,5100,SKU-00351,VIN-001053,Notes for item 351
Sample Item 352,Sample description for inventory item 352,dry_goods,pack,7.75,Metro Restaurant Supply,6.00,17.00,9.00,BATCH-082,Bar Storage,5101,SKU-00352,VIN-001056,Notes for item 352
Sample Item 353,Sample description for inventory item 353,beverages,lb,8.50,Gourmet Goods LLC,7.00,19.00,8.00,BATCH-083,Prep Station,5102,SKU-00353,VIN-001059,Notes for item 353
Sample Item 354,Sample description for inventory item 354,other,kg,9.25,Sunrise Produce,8.00,21.00,11.00,BATCH-084,Pantry,5103,SKU-00354,VIN-001062,Notes for item 354
Sample Item 355,Sample description for inventory item 355,produce,oz,10.00,Fresh Farms Co.,9.00,23.00,18.00,BATCH-085,Walk-in Cooler,5104,SKU-00355,VIN-001065,Notes for item 355
Sample Item 356,Sample description for inventory item 356,meat,gal,10.75,Prime Protein Supply,10.00,20.00,13.00,BATCH-086,Dry Storage,5105,SKU-00356,VIN-001068,Notes for item 356
Sample Item 357,Sample description for inventory item 357,dairy,liter,11.50,DairyBest Distributors,11.00,22.00,19.00,BATCH-087,Freezer,5106,SKU-00357,VIN-001071,Notes for item 357
Sample Item 358,Sample description for inventory item 358,dry_goods,case,12.25,Metro Restaurant Supply,5.00,17.00,11.00,BATCH-088,Bar Storage,5107,SKU-00358,VIN-001074,Notes for item 358
Sample Item 359,Sample description for inventory item 359,beverages,each,13.00,Gourmet Goods LLC,6.00,19.00,14.00,BATCH-089,Prep Station,5108,SKU-00359,VIN-001077,Notes for item 359
Sample Item 360,Sample description for inventory item 360,other,pack,13.75,Sunrise Produce,7.00,21.00,21.00,BATCH-090,Pantry,5109,SKU-00360,VIN-001080,Notes for item 360
Sample Item 361,Sample description for inventory item 361,produce,lb,3.25,Fresh Farms Co.,8.00,18.00,16.00,BATCH-001,Walk-in Cooler,5110,SKU-00361,VIN-001083,Notes for item 361
Sample Item 362,Sample description for inventory item 362,meat,kg,4.00,Prime Protein Supply,9.00,20.00,10.00,BATCH-002,Dry Storage,5111,SKU-00362,VIN-001086,Notes for item 362
Sample Item 363,Sample description for inventory item 363,dairy,oz,4.75,DairyBest Distributors,10.00,22.00,21.00,BATCH-003,Freezer,5112,SKU-00363,VIN-001089,Notes for item 363
Sample Item 364,Sample description for inventory item 364,dry_goods,gal,5.50,Metro Restaurant Supply,11.00,24.00,24.00,BATCH-004,Bar Storage,5113,SKU-00364,VIN-001092,Notes for item 364
Sample Item 365,Sample description for inventory item 365,beverages,liter,6.25,Gourmet Goods LLC,5.00,19.00,9.00,BATCH-005,Prep Station,5114,SKU-00365,VIN-001095,Notes for item 365
Sample Item 366,Sample description for inventory item 366,other,case,7.00,Sunrise Produce,6.00,16.00,8.00,BATCH-006,Pantry,5115,SKU-00366,VIN-001098,Notes for item 366
Sample Item 367,Sample description for inventory item 367,produce,each,7.75,Fresh Farms Co.,7.00,18.00,13.00,BATCH-007,Walk-in Cooler,5116,SKU-00367,VIN-001101,Notes for item 367
Sample Item 368,Sample description for inventory item 368,meat,pack,8.50,Prime Protein Supply,8.00,20.00,11.00,BATCH-008,Dry Storage,5117,SKU-00368,VIN-001104,Notes for item 368
Sample Item 369,Sample description for inventory item 369,dairy,lb,9.25,DairyBest Distributors,9.00,22.00,13.00,BATCH-009,Freezer,5118,SKU-00369,VIN-001107,Notes for item 369
Sample Item 370,Sample description for inventory item 370,dry_goods,kg,10.00,Metro Restaurant Supply,10.00,24.00,19.00,BATCH-010,Bar Storage,5119,SKU-00370,VIN-001110,Notes for item 370
Sample Item 371,Sample description for inventory item 371,beverages,oz,10.75,Gourmet Goods LLC,11.00,21.00,18.00,BATCH-011,Prep Station,5120,SKU-00371,VIN-001113,Notes for item 371
Sample Item 372,Sample description for inventory item 372,other,gal,11.50,Sunrise Produce,5.00,16.00,16.00,BATCH-012,Pantry,5121,SKU-00372,VIN-001116,Notes for item 372
Sample Item 373,Sample description for inventory item 373,produce,liter,12.25,Fresh Farms Co.,6.00,18.00,14.00,BATCH-013,Walk-in Cooler,5122,SKU-00373,VIN-001119,Notes for item 373
Sample Item 374,Sample description for inventory item 374,meat,case,13.00,Prime Protein Supply,7.00,20.00,16.00,BATCH-014,Dry Storage,5123,SKU-00374,VIN-001122,Notes for item 374
Sample Item 375,Sample description for inventory item 375,dairy,each,13.75,DairyBest Distributors,8.00,22.00,22.00,BATCH-015,Freezer,5124,SKU-00375,VIN-001125,Notes for item 375
Sample Item 376,Sample description for inventory item 376,dry_goods,pack,3.25,Metro Restaurant Supply,9.00,19.00,10.00,BATCH-016,Bar Storage,5125,SKU-00376,VIN-001128,Notes for item 376
Sample Item 377,Sample description for inventory item 377,beverages,lb,4.00,Gourmet Goods LLC,10.00,21.00,14.00,BATCH-017,Prep Station,5126,SKU-00377,VIN-001131,Notes for item 377
Sample Item 378,Sample description for inventory item 378,other,kg,4.75,Sunrise Produce,11.00,23.00,11.00,BATCH-018,Pantry,5127,SKU-00378,VIN-001134,Notes for item 378
Sample Item 379,Sample description for inventory item 379,produce,oz,5.50,Fresh Farms Co.,5.00,18.00,5.00,BATCH-019,Walk-in Cooler,5128,SKU-00379,VIN-001137,Notes for item 379
Sample Item 380,Sample description for inventory item 380,meat,gal,6.25,Prime Protein Supply,6.00,20.00,10.00,BATCH-020,Dry Storage,5129,SKU-00380,VIN-001140,Notes for item 380
Sample Item 381,Sample description for inventory item 381,dairy,liter,7.00,DairyBest Distributors,7.00,17.00,13.00,BATCH-021,Freezer,5130,SKU-00381,VIN-001143,Notes for item 381
Sample Item 382,Sample description for inventory item 382,dry_goods,case,7.75,Metro Restaurant Supply,8.00,19.00,17.00,BATCH-022,Bar Storage,5131,SKU-00382,VIN-001146,Notes for item 382
Sample Item 383,Sample description for inventory item 383,beverages,each,8.50,Gourmet Goods LLC,9.00,21.00,14.00,BATCH-023,Prep Station,5132,SKU-00383,VIN-001149,Notes for item 383
Sample Item 384,Sample description for inventory item 384,other,pack,9.25,Sunrise Produce,10.00,23.00,15.00,BATCH-024,Pantry,5133,SKU-00384,VIN-001152,Notes for item 384
Sample Item 385,Sample description for inventory item 385,produce,lb,10.00,Fresh Farms Co.,11.00,25.00,20.00,BATCH-025,Walk-in Cooler,5134,SKU-00385,VIN-001155,Notes for item 385
Sample Item 386,Sample description for inventory item 386,meat,kg,10.75,Prime Protein Supply,5.00,15.00,5.00,BATCH-026,Dry Storage,5135,SKU-00386,VIN-001158,Notes for item 386
Sample Item 387,Sample description for inventory item 387,dairy,oz,11.50,DairyBest Distributors,6.00,17.00,8.00,BATCH-027,Freezer,5136,SKU-00387,VIN-001161,Notes for item 387
Sample Item 388,Sample description for inventory item 388,dry_goods,gal,12.25,Metro Restaurant Supply,7.00,19.00,17.00,BATCH-028,Bar Storage,5137,SKU-00388,VIN-001164,Notes for item 388
Sample Item 389,Sample description for inventory item 389,beverages,liter,13.00,Gourmet Goods LLC,8.00,21.00,18.00,BATCH-029,Prep Station,5138,SKU-00389,VIN-001167,Notes for item 389
Sample Item 390,Sample description for inventory item 390,other,case,13.75,Sunrise Produce,9.00,23.00,23.00,BATCH-030,Pantry,5139,SKU-00390,VIN-001170,Notes for item 390
Sample Item 391,Sample description for inventory item 391,produce,each,3.25,Fresh Farms Co.,10.00,20.00,15.00,BATCH-031,Walk-in Cooler,5140,SKU-00391,VIN-001173,Notes for item 391
Sample Item 392,Sample description for inventory item 392,meat,pack,4.00,Prime Protein Supply,11.00,22.00,18.00,BATCH-032,Dry Storage,5141,SKU-00392,VIN-001176,Notes for item 392
Sample Item 393,Sample description for inventory item 393,dairy,lb,4.75,DairyBest Distributors,5.00,17.00,7.00,BATCH-033,Freezer,5142,SKU-00393,VIN-001179,Notes for item 393
Sample Item 394,Sample description for inventory item 394,dry_goods,kg,5.50,Metro Restaurant Supply,6.00,19.00,7.00,BATCH-034,Bar Storage,5143,SKU-00394,VIN-001182,Notes for item 394
Sample Item 395,Sample description for inventory item 395,beverages,oz,6.25,Gourmet Goods LLC,7.00,21.00,11.00,BATCH-035,Prep Station,5144,SKU-00395,VIN-001185,Notes for item 395
Sample Item 396,Sample description for inventory item 396,other,gal,7.00,Sunrise Produce,8.00,18.00,18.00,BATCH-036,Pantry,5145,SKU-00396,VIN-001188,Notes for item 396
Sample Item 397,Sample description for inventory item 397,produce,liter,7.75,Fresh Farms Co.,9.00,20.00,9.00,BATCH-037,Walk-in Cooler,5146,SKU-00397,VIN-001191,Notes for item 397
Sample Item 398,Sample description for inventory item 398,meat,case,8.50,Prime Protein Supply,10.00,22.00,17.00,BATCH-038,Dry Storage,5147,SKU-00398,VIN-001194,Notes for item 398
Sample Item 399,Sample description for inventory item 399,dairy,each,9.25,DairyBest Distributors,11.00,24.00,17.00,BATCH-039,Freezer,5148,SKU-00399,VIN-001197,Notes for item 399
Sample Item 400,Sample description for inventory item 400,dry_goods,pack,10.00,Metro Restaurant Supply,5.00,19.00,14.00,BATCH-040,Bar Storage,5149,SKU-00400,VIN-001200,Notes for item 400
Sample Item 401,Sample description for inventory item 401,beverages,lb,10.75,Gourmet Goods LLC,6.00,16.00,10.00,BATCH-041,Prep Station,5100,SKU-00401,VIN-001203,Notes for item 401
Sample Item 402,Sample description for inventory item 402,other,kg,11.50,Sunrise Produce,7.00,18.00,12.00,BATCH-042,Pantry,5101,SKU-00402,VIN-001206,Notes for item 402
Sample Item 403,Sample description for inventory item 403,produce,oz,12.25,Fresh Farms Co.,8.00,20.00,20.00,BATCH-043,Walk-in Cooler,5102,SKU-00403,VIN-001209,Notes for item 403
Sample Item 404,Sample description for inventory item 404,meat,gal,13.00,Prime Protein Supply,9.00,22.00,20.00,BATCH-044,Dry Storage,5103,SKU-00404,VIN-001212,Notes for item 404
Sample Item 405,Sample description for inventory item 405,dairy,liter,13.75,DairyBest Distributors,10.00,24.00,24.00,BATCH-045,Freezer,5104,SKU-00405,VIN-001215,Notes for item 405
Sample Item 406,Sample description for inventory item 406,dry_goods,case,3.25,Metro Restaurant Supply,11.00,21.00,20.00,BATCH-046,Bar Storage,5105,SKU-00406,VIN-001218,Notes for item 406
Sample Item 407,Sample description for inventory item 407,beverages,each,4.00,Gourmet Goods LLC,5.00,16.00,15.00,BATCH-047,Prep Station,5106,SKU-00407,VIN-001221,Notes for item 407
Sample Item 408,Sample description for inventory item 408,other,pack,4.75,Sunrise Produce,6.00,18.00,10.00,BATCH-048,Pantry,5107,SKU-00408,VIN-001224,Notes for item 408
Sample Item 409,Sample description for inventory item 409,produce,lb,5.50,Fresh Farms Co.,7.00,20.00,9.00,BATCH-049,Walk-in Cooler,5108,SKU-00409,VIN-001227,Notes for item 409
Sample Item 410,Sample description for inventory item 410,meat,kg,6.25,Prime Protein Supply,8.00,22.00,12.00,BATCH-050,Dry Storage,5109,SKU-00410,VIN-001230,Notes for item 410
Sample Item 411,Sample description for inventory item 411,dairy,oz,7.00,DairyBest Distributors,9.00,19.00,12.00,BATCH-051,Freezer,5110,SKU-00411,VIN-001233,Notes for item 411
Sample Item 412,Sample description for inventory item 412,dry_goods,gal,7.75,Metro Restaurant Supply,10.00,21.00,13.00,BATCH-052,Bar Storage,5111,SKU-00412,VIN-001236,Notes for item 412
Sample Item 413,Sample description for inventory item 413,beverages,liter,8.50,Gourmet Goods LLC,11.00,23.00,20.00,BATCH-053,Prep Station,5112,SKU-00413,VIN-001239,Notes for item 413
Sample Item 414,Sample description for inventory item 414,other,case,9.25,Sunrise Produce,5.00,18.00,12.00,BATCH-054,Pantry,5113,SKU-00414,VIN-001242,Notes for item 414
Sample Item 415,Sample description for inventory item 415,produce,each,10.00,Fresh Farms Co.,6.00,20.00,15.00,BATCH-055,Walk-in Cooler,5114,SKU-00415,VIN-001245,Notes for item 415
Sample Item 416,Sample description for inventory item 416,meat,pack,10.75,Prime Protein Supply,7.00,17.00,15.00,BATCH-056,Dry Storage,5115,SKU-00416,VIN-001248,Notes for item 416
Sample Item 417,Sample description for inventory item 417,dairy,lb,11.50,DairyBest Distributors,8.00,19.00,16.00,BATCH-057,Freezer,5116,SKU-00417,VIN-001251,Notes for item 417
Sample Item 418,Sample description for inventory item 418,dry_goods,kg,12.25,Metro Restaurant Supply,9.00,21.00,10.00,BATCH-058,Bar Storage,5117,SKU-00418,VIN-001254,Notes for item 418
Sample Item 419,Sample description for inventory item 419,beverages,oz,13.00,Gourmet Goods LLC,10.00,23.00,22.00,BATCH-059,Prep Station,5118,SKU-00419,VIN-001257,Notes for item 419
Sample Item 420,Sample description for inventory item 420,other,gal,13.75,Sunrise Produce,11.00,25.00,25.00,BATCH-060,Pantry,5119,SKU-00420,VIN-001260,Notes for item 420
Sample Item 421,Sample description for inventory item 421,produce,liter,3.25,Fresh Farms Co.,5.00,15.00,7.00,BATCH-061,Walk-in Cooler,5120,SKU-00421,VIN-001263,Notes for item 421
Sample Item 422,Sample description for inventory item 422,meat,case,4.00,Prime Protein Supply,6.00,17.00,7.00,BATCH-062,Dry Storage,5121,SKU-00422,VIN-001266,Notes for item 422
Sample Item 423,Sample description for inventory item 423,dairy,each,4.75,DairyBest Distributors,7.00,19.00,13.00,BATCH-063,Freezer,5122,SKU-00423,VIN-001269,Notes for item 423
Sample Item 424,Sample description for inventory item 424,dry_goods,pack,5.50,Metro Restaurant Supply,8.00,21.00,11.00,BATCH-064,Bar Storage,5123,SKU-00424,VIN-001272,Notes for item 424
Sample Item 425,Sample description for inventory item 425,beverages,lb,6.25,Gourmet Goods LLC,9.00,23.00,13.00,BATCH-065,Prep Station,5124,SKU-00425,VIN-001275,Notes for item 425
Sample Item 426,Sample description for inventory item 426,other,kg,7.00,Sunrise Produce,10.00,20.00,17.00,BATCH-066,Pantry,5125,SKU-00426,VIN-001278,Notes for item 426
Sample Item 427,Sample description for inventory item 427,produce,oz,7.75,Fresh Farms Co.,11.00,22.00,17.00,BATCH-067,Walk-in Cooler,5126,SKU-00427,VIN-001281,Notes for item 427
Sample Item 428,Sample description for inventory item 428,meat,gal,8.50,Prime Protein Supply,5.00,17.00,16.00,BATCH-068,Dry Storage,5127,SKU-00428,VIN-001284,Notes for item 428
Sample Item 429,Sample description for inventory item 429,dairy,liter,9.25,DairyBest Distributors,6.00,19.00,14.00,BATCH-069,Freezer,5128,SKU-00429,VIN-001287,Notes for item 429
Sample Item 430,Sample description for inventory item 430,dry_goods,case,10.00,Metro Restaurant Supply,7.00,21.00,16.00,BATCH-070,Bar Storage,5129,SKU-00430,VIN-001290,Notes for item 430
Sample Item 431,Sample description for inventory item 431,beverages,each,10.75,Gourmet Goods LLC,8.00,18.00,9.00,BATCH-071,Prep Station,5130,SKU-00431,VIN-001293,Notes for item 431
Sample Item 432,Sample description for inventory item 432,other,pack,11.50,Sunrise Produce,9.00,20.00,20.00,BATCH-072,Pantry,5131,SKU-00432,VIN-001296,Notes for item 432
Sample Item 433,Sample description for inventory item 433,produce,lb,12.25,Fresh Farms Co.,10.00,22.00,13.00,BATCH-073,Walk-in Cooler,5132,SKU-00433,VIN-001299,Notes for item 433
Sample Item 434,Sample description for inventory item 434,meat,kg,13.00,Prime Protein Supply,11.00,24.00,24.00,BATCH-074,Dry Storage,5133,SKU-00434,VIN-001302,Notes for item 434
Sample Item 435,Sample description for inventory item 435,dairy,oz,13.75,DairyBest Distributors,5.00,19.00,19.00,BATCH-075,Freezer,5134,SKU-00435,VIN-001305,Notes for item 435
Sample Item 436,Sample description for inventory item 436,dry_goods,gal,3.25,Metro Restaurant Supply,6.00,16.00,12.00,BATCH-076,Bar Storage,5135,SKU-00436,VIN-001308,Notes for item 436
Sample Item 437,Sample description for inventory item 437,beverages,liter,4.00,Gourmet Goods LLC,7.00,18.00,11.00,BATCH-077,Prep Station,5136,SKU-00437,VIN-001311,Notes for item 437
Sample Item 438,Sample description for inventory item 438,other,case,4.75,Sunrise Produce,8.00,20.00,16.00,BATCH-078,Pantry,5137,SKU-00438,VIN-001314,Notes for item 438
Sample Item 439,Sample description for inventory item 439,produce,each,5.50,Fresh Farms Co.,9.00,22.00,13.00,BATCH-079,Walk-in Cooler,5138,SKU-00439,VIN-001317,Notes for item 439
Sample Item 440,Sample description for inventory item 440,meat,pack,6.25,Prime Protein Supply,10.00,24.00,14.00,BATCH-080,Dry Storage,5139,SKU-00440,VIN-001320,Notes for item 440
Sample Item 441,Sample description for inventory item 441,dairy,lb,7.00,DairyBest Distributors,11.00,21.00,11.00,BATCH-081,Freezer,5140,SKU-00441,VIN-001323,Notes for item 441
Sample Item 442,Sample description for inventory item 442,dry_goods,kg,7.75,Metro Restaurant Supply,5.00,16.00,14.00,BATCH-082,Bar Storage,5141,SKU-00442,VIN-001326,Notes for item 442
Sample Item 443,Sample description for inventory item 443,beverages,oz,8.50,Gourmet Goods LLC,6.00,18.00,6.00,BATCH-083,Prep Station,5142,SKU-00443,VIN-001329,Notes for item 443
Sample Item 444,Sample description for inventory item 444,other,gal,9.25,Sunrise Produce,7.00,20.00,16.00,BATCH-084,Pantry,5143,SKU-00444,VIN-001332,Notes for item 444
Sample Item 445,Sample description for inventory item 445,produce,liter,10.00,Fresh Farms Co.,8.00,22.00,17.00,BATCH-085,Walk-in Cooler,5144,SKU-00445,VIN-001335,Notes for item 445
Sample Item 446,Sample description for inventory item 446,meat,case,10.75,Prime Protein Supply,9.00,19.00,14.00,BATCH-086,Dry Storage,5145,SKU-00446,VIN-001338,Notes for item 446
Sample Item 447,Sample description for inventory item 447,dairy,each,11.50,DairyBest Distributors,10.00,21.00,12.00,BATCH-087,Freezer,5146,SKU-00447,VIN-001341,Notes for item 447
Sample Item 448,Sample description for inventory item 448,dry_goods,pack,12.25,Metro Restaurant Supply,11.00,23.00,16.00,BATCH-088,Bar Storage,5147,SKU-00448,VIN-001344,Notes for item 448
Sample Item 449,Sample description for inventory item 449,beverages,lb,13.00,Gourmet Goods LLC,5.00,18.00,5.00,BATCH-089,Prep Station,5148,SKU-00449,VIN-001347,Notes for item 449
Sample Item 450,Sample description for inventory item 450,other,kg,13.75,Sunrise Produce,6.00,20.00,20.00,BATCH-090,Pantry,5149,SKU-00450,VIN-001350,Notes for item 450
Sample Item 451,Sample description for inventory item 451,produce,oz,3.25,Fresh Farms Co.,7.00,17.00,17.00,BATCH-001,Walk-in Cooler,5100,SKU-00451,VIN-001353,Notes for item 451
Sample Item 452,Sample description for inventory item 452,meat,gal,4.00,Prime Protein Supply,8.00,19.00,15.00,BATCH-002,Dry Storage,5101,SKU-00452,VIN-001356,Notes for item 452
Sample Item 453,Sample description for inventory item 453,dairy,liter,4.75,DairyBest Distributors,9.00,21.00,19.00,BATCH-003,Freezer,5102,SKU-00453,VIN-001359,Notes for item 453
