name,description,category,unit,unit_cost,supplier_name,minimum_stock,maximum_stock,current_stock,batch_number,location,gl_account,sku,vendor_item_number,notes
Sample Item 610,Sample description for inventory item 610,dry_goods,kg,10.00,Metro Restaurant Supply,5.00,19.00,14.00,BATCH-070,Bar Storage,5109,SKU-00610,VIN-001830,Notes for item 610
Sample Item 611,Sample description for inventory item 611,beverages,oz,10.75,Gourmet Goods LLC,6.00,16.00,11.00,BATCH-071,Prep Station,5110,SKU-00611,VIN-001833,Notes for item 611
Sample Item 612,Sample description for inventory item 612,other,gal,11.50,Sunrise Produce,7.00,18.00,18.00,BATCH-072,Pantry,5111,SKU-00612,VIN-001836,Notes for item 612
Sample Item 613,Sample description for inventory item 613,produce,liter,12.25,Fresh Farms Co.,8.00,20.00,9.00,BATCH-073,Walk-in Cooler,5112,SKU-00613,VIN-001839,Notes for item 613
Sample Item 614,Sample description for inventory item 614,meat,case,13.00,Prime Protein Supply,9.00,22.00,20.00,BATCH-074,Dry Storage,5113,SKU-00614,VIN-001842,Notes for item 614
Sample Item 615,Sample description for inventory item 615,dairy,each,13.75,DairyBest Distributors,10.00,24.00,24.00,BATCH-075,Freezer,5114,SKU-00615,VIN-001845,Notes for item 615
Sample Item 616,Sample description for inventory item 616,dry_goods,pack,3.25,Metro Restaurant Supply,11.00,21.00,21.00,BATCH-076,Bar Storage,5115,SKU-00616,VIN-001848,Notes for item 616
Sample Item 617,Sample description for inventory item 617,beverages,lb,4.00,Gourmet Goods LLC,5.00,16.00,9.00,BATCH-077,Prep Station,5116,SKU-00617,VIN-001851,Notes for item 617
Sample Item 618,Sample description for inventory item 618,other,kg,4.75,Sunrise Produce,6.00,18.00,12.00,BATCH-078,Pantry,5117,SKU-00618,VIN-001854,Notes for item 618
Sample Item 619,Sample description for inventory item 619,produce,oz,5.50,Fresh Farms Co.,7.00,20.00,9.00,BATCH-079,Walk-in Cooler,5118,SKU-00619,VIN-001857,Notes for item 619
Sample Item 620,Sample description for inventory item 620,meat,gal,6.25,Prime Protein Supply,8.00,22.00,12.00,BATCH-080,Dry Storage,5119,SKU-00620,VIN-001860,Notes for item 620
Sample Item 621,Sample description for inventory item 621,dairy,liter,7.00,DairyBest Distributors,9.00,19.00,13.00,BATCH-081,Freezer,5120,SKU-00621,VIN-001863,Notes for item 621
Sample Item 622,Sample description for inventory item 622,dry_goods,case,7.75,Metro Restaurant Supply,10.00,21.00,19.00,BATCH-082,Bar Storage,5121,SKU-00622,VIN-001866,Notes for item 622
Sample Item 623,Sample description for inventory item 623,beverages,each,8.50,Gourmet Goods LLC,11.00,23.00,22.00,BATCH-083,Prep Station,5122,SKU-00623,VIN-001869,Notes for item 623
Sample Item 624,Sample description for inventory item 624,other,pack,9.25,Sunrise Produce,5.00,18.00,12.00,BATCH-084,Pantry,5123,SKU-00624,VIN-001872,Notes for item 624
Sample Item 625,Sample description for inventory item 625,produce,lb,10.00,Fresh Farms Co.,6.00,20.00,15.00,BATCH-085,Walk-in Cooler,5124,SKU-00625,VIN-001875,Notes for item 625
Sample Item 626,Sample description for inventory item 626,meat,kg,10.75,Prime Protein Supply,7.00,17.00,16.00,BATCH-086,Dry Storage,5125,SKU-00626,VIN-001878,Notes for item 626
Sample Item 627,Sample description for inventory item 627,dairy,oz,11.50,DairyBest Distributors,8.00,19.00,10.00,BATCH-087,Freezer,5126,SKU-00627,VIN-001881,Notes for item 627
Sample Item 628,Sample description for inventory item 628,dry_goods,gal,12.25,Metro Restaurant Supply,9.00,21.00,12.00,BATCH-088,Bar Storage,5127,SKU-00628,VIN-001884,Notes for item 628
Sample Item 629,Sample description for inventory item 629,beverages,liter,13.00,Gourmet Goods LLC,10.00,23.00,22.00,BATCH-089,Prep Station,5128,SKU-00629,VIN-001887,Notes for item 629
Sample Item 630,Sample description for inventory item 630,other,case,13.75,Sunrise Produce,11.00,25.00,25.00,BATCH-090,Pantry,5129,SKU-00630,VIN-001890,Notes for item 630
Sample Item 631,Sample description for inventory item 631,produce,each,3.25,Fresh Farms Co.,5.00,15.00,8.00,BATCH-001,Walk-in Cooler,5130,SKU-00631,VIN-001893,Notes for item 631
Sample Item 632,Sample description for inventory item 632,meat,pack,4.00,Prime Protein Supply,6.00,17.00,13.00,BATCH-002,Dry Storage,5131,SKU-00632,VIN-001896,Notes for item 632
Sample Item 633,Sample description for inventory item 633,dairy,lb,4.75,DairyBest Distributors,7.00,19.00,15.00,BATCH-003,Freezer,5132,SKU-00633,VIN-001899,Notes for item 633
Sample Item 634,Sample description for inventory item 634,dry_goods,kg,5.50,Metro Restaurant Supply,8.00,21.00,11.00,BATCH-004,Bar Storage,5133,SKU-00634,VIN-001902,Notes for item 634
Sample Item 635,Sample description for inventory item 635,beverages,oz,6.25,Gourmet Goods LLC,9.00,23.00,13.00,BATCH-005,Prep Station,5134,SKU-00635,VIN-001905,Notes for item 635
Sample Item 636,Sample description for inventory item 636,other,gal,7.00,Sunrise Produce,10.00,20.00,18.00,BATCH-006,Pantry,5135,SKU-00636,VIN-001908,Notes for item 636
Sample Item 637,Sample description for inventory item 637,produce,liter,7.75,Fresh Farms Co.,11.00,22.00,11.00,BATCH-007,Walk-in Cooler,5136,SKU-00637,VIN-001911,Notes for item 637
Sample Item 638,Sample description for inventory item 638,meat,case,8.50,Prime Protein Supply,5.00,17.00,5.00,BATCH-008,Dry Storage,5137,SKU-00638,VIN-001914,Notes for item 638
Sample Item 639,Sample description for inventory item 639,dairy,each,9.25,DairyBest Distributors,6.00,19.00,14.00,BATCH-009,Freezer,5138,SKU-00639,VIN-001917,Notes for item 639
Sample Item 640,Sample description for inventory item 640,dry_goods,pack,10.00,Metro Restaurant Supply,7.00,21.00,16.00,BATCH-010,Bar Storage,5139,SKU-00640,VIN-001920,Notes for item 640
Sample Item 641,Sample description for inventory item 641,beverages,lb,10.75,Gourmet Goods LLC,8.00,18.00,10.00,BATCH-011,Prep Station,5140,SKU-00641,VIN-001923,Notes for item 641
Sample Item 642,Sample description for inventory item 642,other,kg,11.50,Sunrise Produce,9.00,20.00,14.00,BATCH-012,Pantry,5141,SKU-00642,VIN-001926,Notes for item 642
Sample Item 643,Sample description for inventory item 643,produce,oz,12.25,Fresh Farms Co.,10.00,22.00,15.00,BATCH-013,Walk-in Cooler,5142,SKU-00643,VIN-001929,Notes for item 643
Sample Item 644,Sample description for inventory item 644,meat,gal,13.00,Prime Protein Supply,11.00,24.00,24.00,BATCH-014,Dry Storage,5143,SKU-00644,VIN-001932,Notes for item 644
Sample Item 645,Sample description for inventory item 645,dairy,liter,13.75,DairyBest Distributors,5.00,19.00,19.00,BATCH-015,Freezer,5144,SKU-00645,VIN-001935,Notes for item 645
Sample Item 646,Sample description for inventory item 646,dry_goods,case,3.25,Metro Restaurant Supply,6.00,16.00,13.00,BATCH-016,Bar Storage,5145,SKU-00646,VIN-001938,Notes for item 646
Sample Item 647,Sample description for inventory item 647,beverages,each,4.00,Gourmet Goods LLC,7.00,18.00,17.00,BATCH-017,Prep Station,5146,SKU-00647,VIN-001941,Notes for item 647
Sample Item 648,Sample description for inventory item 648,other,pack,4.75,Sunrise Produce,8.00,20.00,18.00,BATCH-018,Pantry,5147,SKU-00648,VIN-001944,Notes for item 648
Sample Item 649,Sample description for inventory item 649,produce,lb,5.50,Fresh Farms Co.,9.00,22.00,13.00,BATCH-019,Walk-in Cooler,5148,SKU-00649,VIN-001947,Notes for item 649
Sample Item 650,Sample description for inventory item 650,meat,kg,6.25,Prime Protein Supply,10.00,24.00,14.00,BATCH-020,Dry Storage,5149,SKU-00650,VIN-001950,Notes for item 650
Sample Item 651,Sample description for inventory item 651,dairy,oz,7.00,DairyBest Distributors,11.00,21.00,12.00,BATCH-021,Freezer,5100,SKU-00651,VIN-001953,Notes for item 651
Sample Item 652,Sample description for inventory item 652,dry_goods,gal,7.75,Metro Restaurant Supply,5.00,16.00,8.00,BATCH-022,Bar Storage,5101,SKU-00652,VIN-001956,Notes for item 652
Sample Item 653,Sample description for inventory item 653,beverages,liter,8.50,Gourmet Goods LLC,6.00,18.00,8.00,BATCH-023,Prep Station,5102,SKU-00653,VIN-001959,Notes for item 653
Sample Item 654,Sample description for inventory item 654,other,case,9.25,Sunrise Produce,7.00,20.00,16.00,BATCH-024,Pantry,5103,SKU-00654,VIN-001962,Notes for item 654
Sample Item 655,Sample description for inventory item 655,produce,each,10.00,Fresh Farms Co.,8.00,22.00,17.00,BATCH-025,Walk-in Cooler,5104,SKU-00655,VIN-001965,Notes for item 655
Sample Item 656,Sample description for inventory item 656,meat,pack,10.75,Prime Protein Supply,9.00,19.00,15.00,BATCH-026,Dry Storage,5105,SKU-00656,VIN-001968,Notes for item 656
Sample Item 657,Sample description for inventory item 657,dairy,lb,11.50,DairyBest Distributors,10.00,21.00,18.00,BATCH-027,Freezer,5106,SKU-00657,VIN-001971,Notes for item 657
Sample Item 658,Sample description for inventory item 658,dry_goods,kg,12.25,Metro Restaurant Supply,11.00,23.00,18.00,BATCH-028,Bar Storage,5107,SKU-00658,VIN-001974,Notes for item 658
Sample Item 659,Sample description for inventory item 659,beverages,oz,13.00,Gourmet Goods LLC,5.00,18.00,5.00,BATCH-029,Prep Station,5108,SKU-00659,VIN-001977,Notes for item 659
Sample Item 660,Sample description for inventory item 660,other,gal,13.75,Sunrise Produce,6.00,20.00,20.00,BATCH-030,Pantry,5109,SKU-00660,VIN-001980,Notes for item 660
Sample Item 661,Sample description for inventory item 661,produce,liter,3.25,Fresh Farms Co.,7.00,17.00,7.00,BATCH-031,Walk-in Cooler,5110,SKU-00661,VIN-001983,Notes for item 661
Sample Item 662,Sample description for inventory item 662,meat,case,4.00,Prime Protein Supply,8.00,19.00,9.00,BATCH-032,Dry Storage,5111,SKU-00662,VIN-001986,Notes for item 662
Sample Item 663,Sample description for inventory item 663,dairy,each,4.75,DairyBest Distributors,9.00,21.00,21.00,BATCH-033,Freezer,5112,SKU-00663,VIN-001989,Notes for item 663
Sample Item 664,Sample description for inventory item 664,dry_goods,pack,5.50,Metro Restaurant Supply,10.00,23.00,15.00,BATCH-034,Bar Storage,5113,SKU-00664,VIN-001992,Notes for item 664
Sample Item 665,Sample description for inventory item 665,beverages,lb,6.25,Gourmet Goods LLC,11.00,25.00,15.00,BATCH-035,Prep Station,5114,SKU-00665,VIN-001995,Notes for item 665
Sample Item 666,Sample description for inventory item 666,other,kg,7.00,Sunrise Produce,5.00,15.00,10.00,BATCH-036,Pantry,5115,SKU-00666,VIN-001998,Notes for item 666
Sample Item 667,Sample description for inventory item 667,produce,oz,7.75,Fresh Farms Co.,6.00,17.00,12.00,BATCH-037,Walk-in Cooler,5116,SKU-00667,VIN-002001,Notes for item 667
Sample Item 668,Sample description for inventory item 668,meat,gal,8.50,Prime Protein Supply,7.00,19.00,11.00,BATCH-038,Dry Storage,5117,SKU-00668,VIN-002004,Notes for item 668
Sample Item 669,Sample description for inventory item 669,dairy,liter,9.25,DairyBest Distributors,8.00,21.00,18.00,BATCH-039,Freezer,5118,SKU-00669,VIN-002007,Notes for item 669
Sample Item 670,Sample description for inventory item 670,dry_goods,case,10.00,Metro Restaurant Supply,9.00,23.00,18.00,BATCH-040,Bar Storage,5119,SKU-00670,VIN-002010,Notes for item 670
Sample Item 671,Sample description for inventory item 671,beverages,each,10.75,Gourmet Goods LLC,10.00,20.00,20.00,BATCH-041,Prep Station,5120,SKU-00671,VIN-002013,Notes for item 671
Sample Item 672,Sample description for inventory item 672,other,pack,11.50,Sunrise Produce,11.00,22.00,22.00,BATCH-042,Pantry,5121,SKU-00672,VIN-002016,Notes for item 672
Sample Item 673,Sample description for inventory item 673,produce,lb,12.25,Fresh Farms Co.,5.00,17.00,14.00,BATCH-043,Walk-in Cooler,5122,SKU-00673,VIN-002019,Notes for item 673
Sample Item 674,Sample description for inventory item 674,meat,kg,13.00,Prime Protein Supply,6.00,19.00,7.00,BATCH-044,Dry Storage,5123,SKU-00674,VIN-002022,Notes for item 674
Sample Item 675,Sample description for inventory item 675,dairy,oz,13.75,DairyBest Distributors,7.00,21.00,21.00,BATCH-045,Freezer,5124,SKU-00675,VIN-002025,Notes for item 675
Sample Item 676,Sample description for inventory item 676,dry_goods,gal,3.25,Metro Restaurant Supply,8.00,18.00,12.00,BATCH-046,Bar Storage,5125,SKU-00676,VIN-002028,Notes for item 676
Sample Item 677,Sample description for inventory item 677,beverages,liter,4.00,Gourmet Goods LLC,9.00,20.00,13.00,BATCH-047,Prep Station,5126,SKU-00677,VIN-002031,Notes for item 677
Sample Item 678,Sample description for inventory item 678,other,case,4.75,Sunrise Produce,10.00,22.00,11.00,BATCH-048,Pantry,5127,SKU-00678,VIN-002034,Notes for item 678
Sample Item 679,Sample description for inventory item 679,produce,each,5.50,Fresh Farms Co.,11.00,24.00,17.00,BATCH-049,Walk-in Cooler,5128,SKU-00679,VIN-002037,Notes for item 679
Sample Item 680,Sample description for inventory item 680,meat,pack,6.25,Prime Protein Supply,5.00,19.00,9.00,BATCH-050,Dry Storage,5129,SKU-00680,VIN-002040,Notes for item 680
Sample Item 681,Sample description for inventory item 681,dairy,lb,7.00,DairyBest Distributors,6.00,16.00,15.00,BATCH-051,Freezer,5130,SKU-00681,VIN-002043,Notes for item 681
Sample Item 682,Sample description for inventory item 682,dry_goods,kg,7.75,Metro Restaurant Supply,7.00,18.00,16.00,BATCH-052,Bar Storage,5131,SKU-00682,VIN-002046,Notes for item 682
Sample Item 683,Sample description for inventory item 683,beverages,oz,8.50,Gourmet Goods LLC,8.00,20.00,14.00,BATCH-053,Prep Station,5132,SKU-00683,VIN-002049,Notes for item 683
Sample Item 684,Sample description for inventory item 684,other,gal,9.25,Sunrise Produce,9.00,22.00,20.00,BATCH-054,Pantry,5133,SKU-00684,VIN-002052,Notes for item 684
Sample Item 685,Sample description for inventory item 685,produce,liter,10.00,Fresh Farms Co.,10.00,24.00,19.00,BATCH-055,Walk-in Cooler,5134,SKU-00685,VIN-002055,Notes for item 685
Sample Item 686,Sample description for inventory item 686,meat,case,10.75,Prime Protein Supply,11.00,21.00,14.00,BATCH-056,Dry Storage,5135,SKU-00686,VIN-002058,Notes for item 686
Sample Item 687,Sample description for inventory item 687,dairy,each,11.50,DairyBest Distributors,5.00,16.00,7.00,BATCH-057,Freezer,5136,SKU-00687,VIN-002061,Notes for item 687
Sample Item 688,Sample description for inventory item 688,dry_goods,pack,12.25,Metro Restaurant Supply,6.00,18.00,17.00,BATCH-058,Bar Storage,5137,SKU-00688,VIN-002064,Notes for item 688
Sample Item 689,Sample description for inventory item 689,beverages,lb,13.00,Gourmet Goods LLC,7.00,20.00,9.00,BATCH-059,Prep Station,5138,SKU-00689,VIN-002067,Notes for item 689
Sample Item 690,Sample description for inventory item 690,other,kg,13.75,Sunrise Produce,8.00,22.00,22.00,BATCH-060,Pantry,5139,SKU-00690,VIN-002070,Notes for item 690
Sample Item 691,Sample description for inventory item 691,produce,oz,3.25,Fresh Farms Co.,9.00,19.00,17.00,BATCH-061,Walk-in Cooler,5140,SKU-00691,VIN-002073,Notes for item 691
Sample Item 692,Sample description for inventory item 692,meat,gal,4.00,Prime Protein Supply,10.00,21.00,17.00,BATCH-062,Dry Storage,5141,SKU-00692,VIN-002076,Notes for item 692
Sample Item 693,Sample description for inventory item 693,dairy,liter,4.75,DairyBest Distributors,11.00,23.00,14.00,BATCH-063,Freezer,5142,SKU-00693,VIN-002079,Notes for item 693
Sample Item 694,Sample description for inventory item 694,dry_goods,case,5.50,Metro Restaurant Supply,5.00,18.00,12.00,BATCH-064,Bar Storage,5143,SKU-00694,VIN-002082,Notes for item 694
Sample Item 695,Sample description for inventory item 695,beverages,each,6.25,Gourmet Goods LLC,6.00,20.00,10.00,BATCH-065,Prep Station,5144,SKU-00695,VIN-002085,Notes for item 695
Sample Item 696,Sample description for inventory item 696,other,pack,7.00,Sunrise Produce,7.00,17.00,9.00,BATCH-066,Pantry,5145,SKU-00696,VIN-002088,Notes for item 696
Sample Item 697,Sample description for inventory item 697,produce,lb,7.75,Fresh Farms Co.,8.00,19.00,8.00,BATCH-067,Walk-in Cooler,5146,SKU-00697,VIN-002091,Notes for item 697
Sample Item 698,Sample description for inventory item 698,meat,kg,8.50,Prime Protein Supply,9.00,21.00,17.00,BATCH-068,Dry Storage,5147,SKU-00698,VIN-002094,Notes for item 698
Sample Item 699,Sample description for inventory item 699,dairy,oz,9.25,DairyBest Distributors,10.00,23.00,22.00,BATCH-069,Freezer,5148,SKU-00699,VIN-002097,Notes for item 699
Sample Item 700,Sample description for inventory item 700,dry_goods,gal,10.00,Metro Restaurant Supply,11.00,25.00,20.00,BATCH-070,Bar Storage,5149,SKU-00700,VIN-002100,Notes for item 700
Sample Item 701,Sample description for inventory item 701,beverages,liter,10.75,Gourmet Goods LLC,5.00,15.00,12.00,BATCH-071,Prep Station,5100,SKU-00701,VIN-002103,Notes for item 701
Sample Item 702,Sample description for inventory item 702,other,case,11.50,Sunrise Produce,6.00,17.00,11.00,BATCH-072,Pantry,5101,SKU-00702,VIN-002106,Notes for item 702
Sample Item 703,Sample description for inventory item 703,produce,each,12.25,Fresh Farms Co.,7.00,19.00,7.00,BATCH-073,Walk-in Cooler,5102,SKU-00703,VIN-002109,Notes for item 703
Sample Item 704,Sample description for inventory item 704,meat,pack,13.00,Prime Protein Supply,8.00,21.00,11.00,BATCH-074,Dry Storage,5103,SKU-00704,VIN-002112,Notes for item 704
Sample Item 705,Sample description for inventory item 705,dairy,lb,13.75,DairyBest Distributors,9.00,23.00,23.00,BATCH-075,Freezer,5104,SKU-00705,VIN-002115,Notes for item 705
Sample Item 706,Sample description for inventory item 706,dry_goods,kg,3.25,Metro Restaurant Supply,10.00,20.00,11.00,BATCH-076,Bar Storage,5105,SKU-00706,VIN-002118,Notes for item 706
Sample Item 707,Sample description for inventory item 707,beverages,oz,4.00,Gourmet Goods LLC,11.00,22.00,21.00,BATCH-077,Prep Station,5106,SKU-00707,VIN-002121,Notes for item 707
Sample Item 708,Sample description for inventory item 708,other,gal,4.75,Sunrise Produce,5.00,17.00,10.00,BATCH-078,Pantry,5107,SKU-00708,VIN-002124,Notes for item 708
Sample Item 709,Sample description for inventory item 709,produce,liter,5.50,Fresh Farms Co.,6.00,19.00,14.00,BATCH-079,Walk-in Cooler,5108,SKU-00709,VIN-002127,Notes for item 709
Sample Item 710,Sample description for inventory item 710,meat,case,6.25,Prime Protein Supply,7.00,21.00,11.00,BATCH-080,Dry Storage,5109,SKU-00710,VIN-002130,Notes for item 710
Sample Item 711,Sample description for inventory item 711,dairy,each,7.00,DairyBest Distributors,8.00,18.00,14.00,BATCH-081,Freezer,5110,SKU-00711,VIN-002133,Notes for item 711
Sample Item 712,Sample description for inventory item 712,dry_goods,pack,7.75,Metro Restaurant Supply,9.00,20.00,12.00,BATCH-082,Bar Storage,5111,SKU-00712,VIN-002136,Notes for item 712
Sample Item 713,Sample description for inventory item 713,beverages,lb,8.50,Gourmet Goods LLC,10.00,22.00,20.00,BATCH-083,Prep Station,5112,SKU-00713,VIN-002139,Notes for item 713
Sample Item 714,Sample description for inventory item 714,other,kg,9.25,Sunrise Produce,11.00,24.00,24.00,BATCH-084,Pantry,5113,SKU-00714,VIN-002142,Notes for item 714
Sample Item 715,Sample description for inventory item 715,produce,oz,10.00,Fresh Farms Co.,5.00,19.00,14.00,BATCH-085,Walk-in Cooler,5114,SKU-00715,VIN-002145,Notes for item 715
Sample Item 716,Sample description for inventory item 716,meat,gal,10.75,Prime Protein Supply,6.00,16.00,6.00,BATCH-086,Dry Storage,5115,SKU-00716,VIN-002148,Notes for item 716
Sample Item 717,Sample description for inventory item 717,dairy,liter,11.50,DairyBest Distributors,7.00,18.00,15.00,BATCH-087,Freezer,5116,SKU-00717,VIN-002151,Notes for item 717
Sample Item 718,Sample description for inventory item 718,dry_goods,case,12.25,Metro Restaurant Supply,8.00,20.00,10.00,BATCH-088,Bar Storage,5117,SKU-00718,VIN-002154,Notes for item 718
Sample Item 719,Sample description for inventory item 719,beverages,each,13.00,Gourmet Goods LLC,9.00,22.00,13.00,BATCH-089,Prep Station,5118,SKU-00719,VIN-002157,Notes for item 719
Sample Item 720,Sample description for inventory item 720,other,pack,13.75,Sunrise Produce,10.00,24.00,24.00,BATCH-090,Pantry,5119,SKU-00720,VIN-002160,Notes for item 720
Sample Item 721,Sample description for inventory item 721,produce,lb,3.25,Fresh Farms Co.,11.00,21.00,16.00,BATCH-001,Walk-in Cooler,5120,SKU-00721,VIN-002163,Notes for item 721
Sample Item 722,Sample description for inventory item 722,meat,kg,4.00,Prime Protein Supply,5.00,16.00,6.00,BATCH-002,Dry Storage,5121,SKU-00722,VIN-002166,Notes for item 722
Sample Item 723,Sample description for inventory item 723,dairy,oz,4.75,DairyBest Distributors,6.00,18.00,13.00,BATCH-003,Freezer,5122,SKU-00723,VIN-002169,Notes for item 723
Sample Item 724,Sample description for inventory item 724,dry_goods,gal,5.50,Metro Restaurant Supply,7.00,20.00,16.00,BATCH-004,Bar Storage,5123,SKU-00724,VIN-002172,Notes for item 724
Sample Item 725,Sample description for inventory item 725,beverages,liter,6.25,Gourmet Goods LLC,8.00,22.00,12.00,BATCH-005,Prep Station,5124,SKU-00725,VIN-002175,Notes for item 725
Sample Item 726,Sample description for inventory item 726,other,case,7.00,Sunrise Produce,9.00,19.00,19.00,BATCH-006,Pantry,5125,SKU-00726,VIN-002178,Notes for item 726
Sample Item 727,Sample description for inventory item 727,produce,each,7.75,Fresh Farms Co.,10.00,21.00,16.00,BATCH-007,Walk-in Cooler,5126,SKU-00727,VIN-002181,Notes for item 727
Sample Item 728,Sample description for inventory item 728,meat,pack,8.50,Prime Protein Supply,11.00,23.00,23.00,BATCH-008,Dry Storage,5127,SKU-00728,VIN-002184,Notes for item 728
Sample Item 729,Sample description for inventory item 729,dairy,lb,9.25,DairyBest Distributors,5.00,18.00,5.00,BATCH-009,Freezer,5128,SKU-00729,VIN-002187,Notes for item 729
Sample Item 730,Sample description for inventory item 730,dry_goods,kg,10.00,Metro Restaurant Supply,6.00,20.00,15.00,BATCH-010,Bar Storage,5129,SKU-00730,VIN-002190,Notes for item 730
Sample Item 731,Sample description for inventory item 731,beverages,oz,10.75,Gourmet Goods LLC,7.00,17.00,11.00,BATCH-011,Prep Station,5130,SKU-00731,VIN-002193,Notes for item 731
Sample Item 732,Sample description for inventory item 732,other,gal,11.50,Sunrise Produce,8.00,19.00,19.00,BATCH-012,Pantry,5131,SKU-00732,VIN-002196,Notes for item 732
Sample Item 733,Sample description for inventory item 733,produce,liter,12.25,Fresh Farms Co.,9.00,21.00,13.00,BATCH-013,Walk-in Cooler,5132,SKU-00733,VIN-002199,Notes for item 733
Sample Item 734,Sample description for inventory item 734,meat,case,13.00,Prime Protein Supply,10.00,23.00,15.00,BATCH-014,Dry Storage,5133,SKU-00734,VIN-002202,Notes for item 734
Sample Item 735,Sample description for inventory item 735,dairy,each,13.75,DairyBest Distributors,11.00,25.00,25.00,BATCH-015,Freezer,5134,SKU-00735,VIN-002205,Notes for item 735
Sample Item 736,Sample description for inventory item 736,dry_goods,pack,3.25,Metro Restaurant Supply,5.00,15.00,14.00,BATCH-016,Bar Storage,5135,SKU-00736,VIN-002208,Notes for item 736
Sample Item 737,Sample description for inventory item 737,beverages,lb,4.00,Gourmet Goods LLC,6.00,17.00,10.00,BATCH-017,Prep Station,5136,SKU-00737,VIN-002211,Notes for item 737
Sample Item 738,Sample description for inventory item 738,other,kg,4.75,Sunrise Produce,7.00,19.00,16.00,BATCH-018,Pantry,5137,SKU-00738,VIN-002214,Notes for item 738
Sample Item 739,Sample description for inventory item 739,produce,oz,5.50,Fresh Farms Co.,8.00,21.00,18.00,BATCH-019,Walk-in Cooler,5138,SKU-00739,VIN-002217,Notes for item 739
Sample Item 740,Sample description for inventory item 740,meat,gal,6.25,Prime Protein Supply,9.00,23.00,13.00,BATCH-020,Dry Storage,5139,SKU-00740,VIN-002220,Notes for item 740
Sample Item 741,Sample description for inventory item 741,dairy,liter,7.00,DairyBest Distributors,10.00,20.00,13.00,BATCH-021,Freezer,5140,SKU-00741,VIN-002223,Notes for item 741
Sample Item 742,Sample description for inventory item 742,dry_goods,case,7.75,Metro Restaurant Supply,11.00,22.00,20.00,BATCH-022,Bar Storage,5141,SKU-00742,VIN-002226,Notes for item 742
Sample Item 743,Sample description for inventory item 743,beverages,each,8.50,Gourmet Goods LLC,5.00,17.00,6.00,BATCH-023,Prep Station,5142,SKU-00743,VIN-002229,Notes for item 743
Sample Item 744,Sample description for inventory item 744,other,pack,9.25,Sunrise Produce,6.00,19.00,7.00,BATCH-024,Pantry,5143,SKU-00744,VIN-002232,Notes for item 744
Sample Item 745,Sample description for inventory item 745,produce,lb,10.00,Fresh Farms Co.,7.00,21.00,16.00,BATCH-025,Walk-in Cooler,5144,SKU-00745,VIN-002235,Notes for item 745
Sample Item 746,Sample description for inventory item 746,meat,kg,10.75,Prime Protein Supply,8.00,18.00,16.00,BATCH-026,Dry Storage,5145,SKU-00746,VIN-002238,Notes for item 746
Sample Item 747,Sample description for inventory item 747,dairy,oz,11.50,DairyBest Distributors,9.00,20.00,11.00,BATCH-027,Freezer,5146,SKU-00747,VIN-002241,Notes for item 747
Sample Item 748,Sample description for inventory item 748,dry_goods,gal,12.25,Metro Restaurant Supply,10.00,22.00,16.00,BATCH-028,Bar Storage,5147,SKU-00748,VIN-002244,Notes for item 748
Sample Item 749,Sample description for inventory item 749,beverages,liter,13.00,Gourmet Goods LLC,11.00,24.00,17.00,BATCH-029,Prep Station,5148,SKU-00749,VIN-002247,Notes for item 749
Sample Item 750,Sample description for inventory item 750,other,case,13.75,Sunrise Produce,5.00,19.00,19.00,BATCH-030,Pantry,5149,SKU-00750,VIN-002250,Notes for item 750
Sample Item 751,Sample description for inventory item 751,produce,each,3.25,Fresh Farms Co.,6.00,16.00,8.00,BATCH-031,Walk-in Cooler,5100,SKU-00751,VIN-002253,Notes for item 751
Sample Item 752,Sample description for inventory item 752,meat,pack,4.00,Prime Protein Supply,7.00,18.00,14.00,BATCH-032,Dry Storage,5101,SKU-00752,VIN-002256,Notes for item 752
Sample Item 753,Sample description for inventory item 753,dairy,lb,4.75,DairyBest Distributors,8.00,20.00,19.00,BATCH-033,Freezer,5102,SKU-00753,VIN-002259,Notes for item 753
Sample Item 754,Sample description for inventory item 754,dry_goods,kg,5.50,Metro Restaurant Supply,9.00,22.00,20.00,BATCH-034,Bar Storage,5103,SKU-00754,VIN-002262,Notes for item 754
Sample Item 755,Sample description for inventory item 755,beverages,oz,6.25,Gourmet Goods LLC,10.00,24.00,14.00,BATCH-035,Prep Station,5104,SKU-00755,VIN-002265,Notes for item 755
Sample Item 756,Sample description for inventory item 756,other,gal,7.00,Sunrise Produce,11.00,21.00,18.00,BATCH-036,Pantry,5105,SKU-00756,VIN-002268,Notes for item 756
Sample Item 757,Sample description for inventory item 757,produce,liter,7.75,Fresh Farms Co.,5.00,16.00,5.00,BATCH-037,Walk-in Cooler,5106,SKU-00757,VIN-002271,Notes for item 757
Sample Item 758,Sample description for inventory item 758,meat,case,8.50,Prime Protein Supply,6.00,18.00,9.00,BATCH-038,Dry Storage,5107,SKU-00758,VIN-002274,Notes for item 758
Sample Item 759,Sample description for inventory item 759,dairy,each,9.25,DairyBest Distributors,7.00,20.00,9.00,BATCH-039,Freezer,5108,SKU-00759,VIN-002277,Notes for item 759
Sample Item 760,Sample description for inventory item 760,dry_goods,pack,10.00,Metro Restaurant Supply,8.00,22.00,17.00,BATCH-040,Bar Storage,5109,SKU-00760,VIN-002280,Notes for item 760
