transaction_date,order_id,item_name,line_item_id,quantity,unit_price,total_amount,modifiers,notes,location,server_name,guest_count
2025-10-05T09:30:00.000Z,ORD-1189,Sample Item 179,LI-000379,3,18.50,55.50,,Handle with care,Takeout Window,Casey Lopez,1
2025-10-05T09:45:00.000Z,ORD-1189,Sample Item 180,LI-000380,4,19.25,77.00,Extra Sauce,Rush order,Private Room,Riley Chen,2
2025-10-05T10:00:00.000Z,ORD-1190,Sample Item 181,LI-000381,1,5.00,5.00,No Onions,,Main Dining,Alex Rivera,3
2025-10-05T10:15:00.000Z,ORD-1190,Sample Item 182,LI-000382,2,5.75,11.50,Add Cheese,VIP guest,Patio,Jordan Kim,4
2025-10-05T10:30:00.000Z,ORD-1191,Sample Item 183,LI-000383,3,6.50,19.50,Gluten Free,Birthday table,Bar,Taylor Morgan,5
2025-10-05T10:45:00.000Z,ORD-1191,Sample Item 184,LI-000384,4,7.25,29.00,No Salt,Handle with care,Takeout Window,Casey Lopez,6
2025-10-05T11:00:00.000Z,ORD-1192,Sample Item 185,LI-000385,1,8.00,8.00,,Rush order,Private Room,Riley Chen,1
2025-10-05T11:15:00.000Z,ORD-1192,Sample Item 186,LI-000386,2,8.75,17.50,Extra Sauce,,Main Dining,Alex Rivera,2
2025-10-05T11:30:00.000Z,ORD-1193,Sample Item 187,LI-000387,3,9.50,28.50,No Onions,VIP guest,Patio,Jordan Kim,3
2025-10-05T11:45:00.000Z,ORD-1193,Sample Item 188,LI-000388,4,10.25,41.00,Add Cheese,Birthday table,Bar,Taylor Morgan,4
2025-10-05T12:00:00.000Z,ORD-1194,Sample Item 189,LI-000389,1,11.00,11.00,Gluten Free,Handle with care,Takeout Window,Casey Lopez,5
2025-10-05T12:15:00.000Z,ORD-1194,Sample Item 190,LI-000390,2,11.75,23.50,No Salt,Rush order,Private Room,Riley Chen,6
2025-10-05T12:30:00.000Z,ORD-1195,Sample Item 191,LI-000391,3,12.50,37.50,,,Main Dining,Alex Rivera,1
2025-10-05T12:45:00.000Z,ORD-1195,Sample Item 192,LI-000392,4,13.25,53.00,Extra Sauce,VIP guest,Patio,Jordan Kim,2
2025-10-05T13:00:00.000Z,ORD-1196,Sample Item 193,LI-000393,1,14.00,14.00,No Onions,Birthday table,Bar,Taylor Morgan,3
2025-10-05T13:15:00.000Z,ORD-1196,Sample Item 194,LI-000394,2,14.75,29.50,Add Cheese,Handle with care,Takeout Window,Casey Lopez,4
2025-10-05T13:30:00.000Z,ORD-1197,Sample Item 195,LI-000395,3,15.50,46.50,Gluten Free,Rush order,Private Room,Riley Chen,5
2025-10-05T13:45:00.000Z,ORD-1197,Sample Item 196,LI-000396,4,16.25,65.00,No Salt,,Main Dining,Alex Rivera,6
2025-10-05T14:00:00.000Z,ORD-1198,Sample Item 197,LI-000397,1,17.00,17.00,,VIP guest,Patio,Jordan Kim,1
2025-10-05T14:15:00.000Z,ORD-1198,Sample Item 198,LI-000398,2,17.75,35.50,Extra Sauce,Birthday table,Bar,Taylor Morgan,2
2025-10-05T14:30:00.000Z,ORD-1199,Sample Item 199,LI-000399,3,18.50,55.50,No Onions,Handle with care,Takeout Window,Casey Lopez,3
2025-10-05T14:45:00.000Z,ORD-1199,Sample Item 200,LI-000400,4,19.25,77.00,Add Cheese,Rush order,Private Room,Riley Chen,4
2025-10-05T15:00:00.000Z,ORD-1200,Sample Item 1,LI-000401,1,5.00,5.00,Gluten Free,,Main Dining,Alex Rivera,5
2025-10-05T15:15:00.000Z,ORD-1200,Sample Item 2,LI-000402,2,5.75,11.50,No Salt,VIP guest,Patio,Jordan Kim,6
2025-10-05T15:30:00.000Z,ORD-1201,Sample Item 3,LI-000403,3,6.50,19.50,,Birthday table,Bar,Taylor Morgan,1
2025-10-05T15:45:00.000Z,ORD-1201,Sample Item 4,LI-000404,4,7.25,29.00,Extra Sauce,Handle with care,Takeout Window,Casey Lopez,2
2025-10-05T16:00:00.000Z,ORD-1202,Sample Item 5,LI-000405,1,8.00,8.00,No Onions,Rush order,Private Room,Riley Chen,3
2025-10-05T16:15:00.000Z,ORD-1202,Sample Item 6,LI-000406,2,8.75,17.50,Add Cheese,,Main Dining,Alex Rivera,4
2025-10-05T16:30:00.000Z,ORD-1203,Sample Item 7,LI-000407,3,9.50,28.50,Gluten Free,VIP guest,Patio,Jordan Kim,5
2025-10-05T16:45:00.000Z,ORD-1203,Sample Item 8,LI-000408,4,10.25,41.00,No Salt,Birthday table,Bar,Taylor Morgan,6
2025-10-05T17:00:00.000Z,ORD-1204,Sample Item 9,LI-000409,1,11.00,11.00,,Handle with care,Takeout Window,Casey Lopez,1
2025-10-05T17:15:00.000Z,ORD-1204,Sample Item 10,LI-000410,2,11.75,23.50,Extra Sauce,Rush order,Private Room,Riley Chen,2
2025-10-05T17:30:00.000Z,ORD-1205,Sample Item 11,LI-000411,3,12.50,37.50,No Onions,,Main Dining,Alex Rivera,3
2025-10-05T17:45:00.000Z,ORD-1205,Sample Item 12,LI-000412,4,13.25,53.00,Add Cheese,VIP guest,Patio,Jordan Kim,4
2025-10-05T18:00:00.000Z,ORD-1206,Sample Item 13,LI-000413,1,14.00,14.00,Gluten Free,Birthday table,Bar,Taylor Morgan,5
2025-10-05T18:15:00.000Z,ORD-1206,Sample Item 14,LI-000414,2,14.75,29.50,No Salt,Handle with care,Takeout Window,Casey Lopez,6
2025-10-05T18:30:00.000Z,ORD-1207,Sample Item 15,LI-000415,3,15.50,46.50,,Rush order,Private Room,Riley Chen,1
2025-10-05T18:45:00.000Z,ORD-1207,Sample Item 16,LI-000416,4,16.25,65.00,Extra Sauce,,Main Dining,Alex Rivera,2
2025-10-05T19:00:00.000Z,ORD-1208,Sample Item 17,LI-000417,1,17.00,17.00,No Onions,VIP guest,Patio,Jordan Kim,3
2025-10-05T19:15:00.000Z,ORD-1208,Sample Item 18,LI-000418,2,17.75,35.50,Add Cheese,Birthday table,Bar,Taylor Morgan,4
2025-10-05T19:30:00.000Z,ORD-1209,Sample Item 19,LI-000419,3,18.50,55.50,Gluten Free,Handle with care,Takeout Window,Casey Lopez,5
2025-10-05T19:45:00.000Z,ORD-1209,Sample Item 20,LI-000420,4,19.25,77.00,No Salt,Rush order,Private Room,Riley Chen,6
2025-10-05T20:00:00.000Z,ORD-1210,Sample Item 21,LI-000421,1,5.00,5.00,,,Main Dining,Alex Rivera,1
2025-10-05T20:15:00.000Z,ORD-1210,Sample Item 22,LI-000422,2,5.75,11.50,Extra Sauce,VIP guest,Patio,Jordan Kim,2
2025-10-05T20:30:00.000Z,ORD-1211,Sample Item 23,LI-000423,3,6.50,19.50,No Onions,Birthday table,Bar,Taylor Morgan,3
2025-10-05T20:45:00.000Z,ORD-1211,Sample Item 24,LI-000424,4,7.25,29.00,Add Cheese,Handle with care,Takeout Window,Casey Lopez,4
2025-10-05T21:00:00.000Z,ORD-1212,Sample Item 25,LI-000425,1,8.00,8.00,Gluten Free,Rush order,Private Room,Riley Chen,5
2025-10-05T21:15:00.000Z,ORD-1212,Sample Item 26,LI-000426,2,8.75,17.50,No Salt,,Main Dining,Alex Rivera,6
2025-10-05T21:30:00.000Z,ORD-1213,Sample Item 27,LI-000427,3,9.50,28.50,,VIP guest,Patio,Jordan Kim,1
2025-10-05T21:45:00.000Z,ORD-1213,Sample Item 28,LI-000428,4,10.25,41.00,Extra Sauce,Birthday table,Bar,Taylor Morgan,2
2025-10-05T22:00:00.000Z,ORD-1214,Sample Item 29,LI-000429,1,11.00,11.00,No Onions,Handle with care,Takeout Window,Casey Lopez,3
2025-10-05T22:15:00.000Z,ORD-1214,Sample Item 30,LI-000430,2,11.75,23.50,Add Cheese,Rush order,Private Room,Riley Chen,4
2025-10-05T22:30:00.000Z,ORD-1215,Sample Item 31,LI-000431,3,12.50,37.50,Gluten Free,,Main Dining,Alex Rivera,5
2025-10-05T22:45:00.000Z,ORD-1215,Sample Item 32,LI-000432,4,13.25,53.00,No Salt,VIP guest,Patio,Jordan Kim,6
2025-10-05T23:00:00.000Z,ORD-1216,Sample Item 33,LI-000433,1,14.00,14.00,,Birthday table,Bar,Taylor Morgan,1
2025-10-05T23:15:00.000Z,ORD-1216,Sample Item 34,LI-000434,2,14.75,29.50,Extra Sauce,Handle with care,Takeout Window,Casey Lopez,2
2025-10-05T23:30:00.000Z,ORD-1217,Sample Item 35,LI-000435,3,15.50,46.50,No Onions,Rush order,Private Room,Riley Chen,3
2025-10-05T23:45:00.000Z,ORD-1217,Sample Item 36,LI-000436,4,16.25,65.00,Add Cheese,,Main Dining,Alex Rivera,4
2025-10-06T00:00:00.000Z,ORD-1218,Sample Item 37,LI-000437,1,17.00,17.00,Gluten Free,VIP guest,Patio,Jordan Kim,5
2025-10-06T00:15:00.000Z,ORD-1218,Sample Item 38,LI-000438,2,17.75,35.50,No Salt,Birthday table,Bar,Taylor Morgan,6
2025-10-06T00:30:00.000Z,ORD-1219,Sample Item 39,LI-000439,3,18.50,55.50,,Handle with care,Takeout Window,Casey Lopez,1
2025-10-06T00:45:00.000Z,ORD-1219,Sample Item 40,LI-000440,4,19.25,77.00,Extra Sauce,Rush order,Private Room,Riley Chen,2
2025-10-06T01:00:00.000Z,ORD-1220,Sample Item 41,LI-000441,1,5.00,5.00,No Onions,,Main Dining,Alex Rivera,3
2025-10-06T01:15:00.000Z,ORD-1220,Sample Item 42,LI-000442,2,5.75,11.50,Add Cheese,VIP guest,Patio,Jordan Kim,4
2025-10-06T01:30:00.000Z,ORD-1221,Sample Item 43,LI-000443,3,6.50,19.50,Gluten Free,Birthday table,Bar,Taylor Morgan,5
2025-10-06T01:45:00.000Z,ORD-1221,Sample Item 44,LI-000444,4,7.25,29.00,No Salt,Handle with care,Takeout Window,Casey Lopez,6
2025-10-06T02:00:00.000Z,ORD-1222,Sample Item 45,LI-000445,1,8.00,8.00,,Rush order,Private Room,Riley Chen,1
2025-10-06T02:15:00.000Z,ORD-1222,Sample Item 46,LI-000446,2,8.75,17.50,Extra Sauce,,Main Dining,Alex Rivera,2
2025-10-06T02:30:00.000Z,ORD-1223,Sample Item 47,LI-000447,3,9.50,28.50,No Onions,VIP guest,Patio,Jordan Kim,3
2025-10-06T02:45:00.000Z,ORD-1223,Sample Item 48,LI-000448,4,10.25,41.00,Add Cheese,Birthday table,Bar,Taylor Morgan,4
2025-10-06T03:00:00.000Z,ORD-1224,Sample Item 49,LI-000449,1,11.00,11.00,Gluten Free,Handle with care,Takeout Window,Casey Lopez,5
2025-10-06T03:15:00.000Z,ORD-1224,Sample Item 50,LI-000450,2,11.75,23.50,No Salt,Rush order,Private Room,Riley Chen,6
2025-10-06T03:30:00.000Z,ORD-1225,Sample Item 51,LI-000451,3,12.50,37.50,,,Main Dining,Alex Rivera,1
2025-10-06T03:45:00.000Z,ORD-1225,Sample Item 52,LI-000452,4,13.25,53.00,Extra Sauce,VIP guest,Patio,Jordan Kim,2
2025-10-06T04:00:00.000Z,ORD-1226,Sample Item 53,LI-000453,1,14.00,14.00,No Onions,Birthday table,Bar,Taylor Morgan,3
2025-10-06T04:15:00.000Z,ORD-1226,Sample Item 54,LI-000454,2,14.75,29.50,Add Cheese,Handle with care,Takeout Window,Casey Lopez,4
2025-10-06T04:30:00.000Z,ORD-1227,Sample Item 55,LI-000455,3,15.50,46.50,Gluten Free,Rush order,Private Room,Riley Chen,5
2025-10-06T04:45:00.000Z,ORD-1227,Sample Item 56,LI-000456,4,16.25,65.00,No Salt,,Main Dining,Alex Rivera,6
2025-10-06T05:00:00.000Z,ORD-1228,Sample Item 57,LI-000457,1,17.00,17.00,,VIP guest,Patio,Jordan Kim,1
2025-10-06T05:15:00.000Z,ORD-1228,Sample Item 58,LI-000458,2,17.75,35.50,Extra Sauce,Birthday table,Bar,Taylor Morgan,2
2025-10-06T05:30:00.000Z,ORD-1229,Sample Item 59,LI-000459,3,18.50,55.50,No Onions,Handle with care,Takeout Window,Casey Lopez,3
2025-10-06T05:45:00.000Z,ORD-1229,Sample Item 60,LI-000460,4,19.25,77.00,Add Cheese,Rush order,Private Room,Riley Chen,4
2025-10-06T06:00:00.000Z,ORD-1230,Sample Item 61,LI-000461,1,5.00,5.00,Gluten Free,,Main Dining,Alex Rivera,5
2025-10-06T06:15:00.000Z,ORD-1230,Sample Item 62,LI-000462,2,5.75,11.50,No Salt,VIP guest,Patio,Jordan Kim,6
2025-10-06T06:30:00.000Z,ORD-1231,Sample Item 63,LI-000463,3,6.50,19.50,,Birthday table,Bar,Taylor Morgan,1
2025-10-06T06:45:00.000Z,ORD-1231,Sample Item 64,LI-000464,4,7.25,29.00,Extra Sauce,Handle with care,Takeout Window,Casey Lopez,2
2025-10-06T07:00:00.000Z,ORD-1232,Sample Item 65,LI-000465,1,8.00,8.00,No Onions,Rush order,Private Room,Riley Chen,3
2025-10-06T07:15:00.000Z,ORD-1232,Sample Item 66,LI-000466,2,8.75,17.50,Add Cheese,,Main Dining,Alex Rivera,4
2025-10-06T07:30:00.000Z,ORD-1233,Sample Item 67,LI-000467,3,9.50,28.50,Gluten Free,VIP guest,Patio,Jordan Kim,5
2025-10-06T07:45:00.000Z,ORD-1233,Sample Item 68,LI-000468,4,10.25,41.00,No Salt,Birthday table,Bar,Taylor Morgan,6
2025-10-06T08:00:00.000Z,ORD-1234,Sample Item 69,LI-000469,1,11.00,11.00,,Handle with care,Takeout Window,Casey Lopez,1
2025-10-06T08:15:00.000Z,ORD-1234,Sample Item 70,LI-000470,2,11.75,23.50,Extra Sauce,Rush order,Private Room,Riley Chen,2
2025-10-06T08:30:00.000Z,ORD-1235,Sample Item 71,LI-000471,3,12.50,37.50,No Onions,,Main Dining,Alex Rivera,3
2025-10-06T08:45:00.000Z,ORD-1235,Sample Item 72,LI-000472,4,13.25,53.00,Add Cheese,VIP guest,Patio,Jordan Kim,4
2025-10-06T09:00:00.000Z,ORD-1236,Sample Item 73,LI-000473,1,14.00,14.00,Gluten Free,Birthday table,Bar,Taylor Morgan,5
2025-10-06T09:15:00.000Z,ORD-1236,Sample Item 74,LI-000474,2,14.75,29.50,No Salt,Handle with care,Takeout Window,Casey Lopez,6
2025-10-06T09:30:00.000Z,ORD-1237,Sample Item 75,LI-000475,3,15.50,46.50,,Rush order,Private Room,Riley Chen,1
2025-10-06T09:45:00.000Z,ORD-1237,Sample Item 76,LI-000476,4,16.25,65.00,Extra Sauce,,Main Dining,Alex Rivera,2
2025-10-06T10:00:00.000Z,ORD-1238,Sample Item 77,LI-000477,1,17.00,17.00,No Onions,VIP guest,Patio,Jordan Kim,3
2025-10-06T10:15:00.000Z,ORD-1238,Sample Item 78,LI-000478,2,17.75,35.50,Add Cheese,Birthday table,Bar,Taylor Morgan,4
2025-10-06T10:30:00.000Z,ORD-1239,Sample Item 79,LI-000479,3,18.50,55.50,Gluten Free,Handle with care,Takeout Window,Casey Lopez,5
2025-10-06T10:45:00.000Z,ORD-1239,Sample Item 80,LI-000480,4,19.25,77.00,No Salt,Rush order,Private Room,Riley Chen,6
2025-10-06T11:00:00.000Z,ORD-1240,Sample Item 81,LI-000481,1,5.00,5.00,,,Main Dining,Alex Rivera,1
2025-10-06T11:15:00.000Z,ORD-1240,Sample Item 82,LI-000482,2,5.75,11.50,Extra Sauce,VIP guest,Patio,Jordan Kim,2
2025-10-06T11:30:00.000Z,ORD-1241,Sample Item 83,LI-000483,3,6.50,19.50,No Onions,Birthday table,Bar,Taylor Morgan,3
2025-10-06T11:45:00.000Z,ORD-1241,Sample Item 84,LI-000484,4,7.25,29.00,Add Cheese,Handle with care,Takeout Window,Casey Lopez,4
2025-10-06T12:00:00.000Z,ORD-1242,Sample Item 85,LI-000485,1,8.00,8.00,Gluten Free,Rush order,Private Room,Riley Chen,5
2025-10-06T12:15:00.000Z,ORD-1242,Sample Item 86,LI-000486,2,8.75,17.50,No Salt,,Main Dining,Alex Rivera,6
2025-10-06T12:30:00.000Z,ORD-1243,Sample Item 87,LI-000487,3,9.50,28.50,,VIP guest,Patio,Jordan Kim,1
2025-10-06T12:45:00.000Z,ORD-1243,Sample Item 88,LI-000488,4,10.25,41.00,Extra Sauce,Birthday table,Bar,Taylor Morgan,2
2025-10-06T13:00:00.000Z,ORD-1244,Sample Item 89,LI-000489,1,11.00,11.00,No Onions,Handle with care,Takeout Window,Casey Lopez,3
2025-10-06T13:15:00.000Z,ORD-1244,Sample Item 90,LI-000490,2,11.75,23.50,Add Cheese,Rush order,Private Room,Riley Chen,4
2025-10-06T13:30:00.000Z,ORD-1245,Sample Item 91,LI-000491,3,12.50,37.50,Gluten Free,,Main Dining,Alex Rivera,5
2025-10-06T13:45:00.000Z,ORD-1245,Sample Item 92,LI-000492,4,13.25,53.00,No Salt,VIP guest,Patio,Jordan Kim,6
2025-10-06T14:00:00.000Z,ORD-1246,Sample Item 93,LI-000493,1,14.00,14.00,,Birthday table,Bar,Taylor Morgan,1
2025-10-06T14:15:00.000Z,ORD-1246,Sample Item 94,LI-000494,2,14.75,29.50,Extra Sauce,Handle with care,Takeout Window,Casey Lopez,2
2025-10-06T14:30:00.000Z,ORD-1247,Sample Item 95,LI-000495,3,15.50,46.50,No Onions,Rush order,Private Room,Riley Chen,3
2025-10-06T14:45:00.000Z,ORD-1247,Sample Item 96,LI-000496,4,16.25,65.00,Add Cheese,,Main Dining,Alex Rivera,4
2025-10-06T15:00:00.000Z,ORD-1248,Sample Item 97,LI-000497,1,17.00,17.00,Gluten Free,VIP guest,Patio,Jordan Kim,5
2025-10-06T15:15:00.000Z,ORD-1248,Sample Item 98,LI-000498,2,17.75,35.50,No Salt,Birthday table,Bar,Taylor Morgan,6
2025-10-06T15:30:00.000Z,ORD-1249,Sample Item 99,LI-000499,3,18.50,55.50,,Handle with care,Takeout Window,Casey Lopez,1
2025-10-06T15:45:00.000Z,ORD-1249,Sample Item 100,LI-000500,4,19.25,77.00,Extra Sauce,Rush order,Private Room,Riley Chen,2
